,class1,class2,path
381,3,62,"[3, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
382,3,40,"[3, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 40]"
383,3,66,"[3, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66]"
384,3,14,"[3, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
385,3,63,"[3, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
386,3,17,"[3, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17]"
387,3,65,"[3, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 65]"
388,3,15,"[3, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
389,3,38,"[3, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
390,3,64,"[3, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
391,3,18,"[3, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18]"
392,3,16,"[3, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
393,3,19,"[3, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 19]"
394,3,20,"[3, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 20]"
395,45,45,[45]
396,45,3,"[45, 3]"
397,45,26,"[45, 26]"
398,45,44,"[45, 44]"
399,45,46,"[45, 46]"
400,45,2,"[45, 44, 2]"
401,45,25,"[45, 44, 25]"
402,45,43,"[45, 44, 43]"
403,45,4,"[45, 46, 4]"
404,45,27,"[45, 46, 27]"
405,45,47,"[45, 46, 47]"
406,45,1,"[45, 44, 43, 1]"
407,45,79,"[45, 44, 43, 79]"
408,45,5,"[45, 46, 47, 5]"
409,45,28,"[45, 46, 47, 28]"
410,45,48,"[45, 46, 47, 48]"
411,45,24,"[45, 44, 43, 79, 24]"
412,45,78,"[45, 44, 43, 79, 78]"
413,45,6,"[45, 46, 47, 48, 6]"
414,45,7,"[45, 46, 47, 48, 7]"
415,45,49,"[45, 46, 47, 48, 49]"
416,45,22,"[45, 44, 43, 79, 78, 22]"
417,45,23,"[45, 44, 43, 79, 78, 23]"
418,45,34,"[45, 44, 43, 79, 78, 34]"
419,45,77,"[45, 44, 43, 79, 78, 77]"
420,45,8,"[45, 46, 47, 48, 49, 8]"
421,45,9,"[45, 46, 47, 48, 49, 9]"
422,45,29,"[45, 46, 47, 48, 49, 29]"
423,45,50,"[45, 46, 47, 48, 49, 50]"
424,45,52,"[45, 44, 43, 79, 78, 34, 52]"
425,45,21,"[45, 44, 43, 79, 78, 77, 21]"
426,45,76,"[45, 44, 43, 79, 78, 77, 76]"
427,45,54,"[45, 46, 47, 48, 49, 9, 54]"
428,45,51,"[45, 46, 47, 48, 49, 50, 51]"
429,45,75,"[45, 44, 43, 79, 78, 77, 76, 75]"
430,45,53,"[45, 46, 47, 48, 49, 9, 54, 53]"
431,45,55,"[45, 46, 47, 48, 49, 9, 54, 55]"
432,45,74,"[45, 44, 43, 79, 78, 77, 76, 75, 74]"
433,45,30,"[45, 46, 47, 48, 49, 9, 54, 53, 30]"
434,45,56,"[45, 46, 47, 48, 49, 9, 54, 53, 56]"
435,45,73,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73]"
436,45,10,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 10]"
437,45,57,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57]"
438,45,33,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 33]"
439,45,70,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70]"
440,45,11,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11]"
441,45,72,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72]"
442,45,58,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58]"
443,45,69,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69]"
444,45,71,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71]"
445,45,12,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
446,45,31,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
447,45,13,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 13]"
448,45,59,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59]"
449,45,42,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 42]"
450,45,68,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68]"
451,45,32,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71, 32]"
452,45,35,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71, 35]"
453,45,36,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 36]"
454,45,61,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 61]"
455,45,60,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60]"
456,45,41,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 41]"
457,45,67,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67]"
458,45,39,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71, 35, 39]"
459,45,37,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 37]"
460,45,62,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
461,45,40,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 40]"
462,45,66,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66]"
463,45,14,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
464,45,63,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
465,45,17,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17]"
466,45,65,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 65]"
467,45,15,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
468,45,38,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
469,45,64,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
470,45,18,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18]"
471,45,16,"[45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
472,45,19,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 19]"
473,45,20,"[45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 20]"
474,4,4,[4]
475,4,46,"[4, 46]"
476,4,27,"[4, 46, 27]"
477,4,45,"[4, 46, 45]"
478,4,47,"[4, 46, 47]"
479,4,3,"[4, 46, 45, 3]"
480,4,26,"[4, 46, 45, 26]"
481,4,44,"[4, 46, 45, 44]"
482,4,5,"[4, 46, 47, 5]"
483,4,28,"[4, 46, 47, 28]"
484,4,48,"[4, 46, 47, 48]"
485,4,2,"[4, 46, 45, 44, 2]"
486,4,25,"[4, 46, 45, 44, 25]"
487,4,43,"[4, 46, 45, 44, 43]"
488,4,6,"[4, 46, 47, 48, 6]"
489,4,7,"[4, 46, 47, 48, 7]"
490,4,49,"[4, 46, 47, 48, 49]"
491,4,1,"[4, 46, 45, 44, 43, 1]"
492,4,79,"[4, 46, 45, 44, 43, 79]"
493,4,8,"[4, 46, 47, 48, 49, 8]"
494,4,9,"[4, 46, 47, 48, 49, 9]"
495,4,29,"[4, 46, 47, 48, 49, 29]"
496,4,50,"[4, 46, 47, 48, 49, 50]"
497,4,24,"[4, 46, 45, 44, 43, 79, 24]"
498,4,78,"[4, 46, 45, 44, 43, 79, 78]"
499,4,54,"[4, 46, 47, 48, 49, 9, 54]"
500,4,51,"[4, 46, 47, 48, 49, 50, 51]"
501,4,22,"[4, 46, 45, 44, 43, 79, 78, 22]"
502,4,23,"[4, 46, 45, 44, 43, 79, 78, 23]"
503,4,34,"[4, 46, 45, 44, 43, 79, 78, 34]"
504,4,77,"[4, 46, 45, 44, 43, 79, 78, 77]"
505,4,53,"[4, 46, 47, 48, 49, 9, 54, 53]"
506,4,55,"[4, 46, 47, 48, 49, 9, 54, 55]"
507,4,52,"[4, 46, 47, 48, 49, 50, 51, 52]"
508,4,21,"[4, 46, 45, 44, 43, 79, 78, 77, 21]"
509,4,76,"[4, 46, 45, 44, 43, 79, 78, 77, 76]"
510,4,30,"[4, 46, 47, 48, 49, 9, 54, 53, 30]"
511,4,56,"[4, 46, 47, 48, 49, 9, 54, 53, 56]"
512,4,75,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75]"
513,4,10,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 10]"
514,4,57,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57]"
515,4,74,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74]"
516,4,11,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11]"
517,4,72,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72]"
518,4,58,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58]"
519,4,73,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73]"
520,4,12,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
521,4,31,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
522,4,71,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71]"
523,4,13,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 13]"
524,4,59,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59]"
525,4,33,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 33]"
526,4,70,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70]"
527,4,32,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 32]"
528,4,35,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35]"
529,4,36,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 36]"
530,4,61,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 61]"
531,4,60,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60]"
532,4,69,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69]"
533,4,39,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35, 39]"
534,4,37,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 37]"
535,4,62,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
536,4,42,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 42]"
537,4,68,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68]"
538,4,14,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
539,4,63,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
540,4,41,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 41]"
541,4,67,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67]"
542,4,15,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
543,4,38,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
544,4,64,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
545,4,40,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 40]"
546,4,66,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66]"
547,4,16,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
548,4,65,"[4, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 65]"
549,4,17,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17]"
550,4,18,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18]"
551,4,19,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 19]"
552,4,20,"[4, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 20]"
553,46,46,[46]
554,46,4,"[46, 4]"
555,46,27,"[46, 27]"
556,46,45,"[46, 45]"
557,46,47,"[46, 47]"
558,46,3,"[46, 45, 3]"
559,46,26,"[46, 45, 26]"
560,46,44,"[46, 45, 44]"
561,46,5,"[46, 47, 5]"
562,46,28,"[46, 47, 28]"
563,46,48,"[46, 47, 48]"
564,46,2,"[46, 45, 44, 2]"
565,46,25,"[46, 45, 44, 25]"
566,46,43,"[46, 45, 44, 43]"
567,46,6,"[46, 47, 48, 6]"
568,46,7,"[46, 47, 48, 7]"
569,46,49,"[46, 47, 48, 49]"
570,46,1,"[46, 45, 44, 43, 1]"
571,46,79,"[46, 45, 44, 43, 79]"
572,46,8,"[46, 47, 48, 49, 8]"
573,46,9,"[46, 47, 48, 49, 9]"
574,46,29,"[46, 47, 48, 49, 29]"
575,46,50,"[46, 47, 48, 49, 50]"
576,46,24,"[46, 45, 44, 43, 79, 24]"
577,46,78,"[46, 45, 44, 43, 79, 78]"
578,46,54,"[46, 47, 48, 49, 9, 54]"
579,46,51,"[46, 47, 48, 49, 50, 51]"
580,46,22,"[46, 45, 44, 43, 79, 78, 22]"
581,46,23,"[46, 45, 44, 43, 79, 78, 23]"
582,46,34,"[46, 45, 44, 43, 79, 78, 34]"
583,46,77,"[46, 45, 44, 43, 79, 78, 77]"
584,46,53,"[46, 47, 48, 49, 9, 54, 53]"
585,46,55,"[46, 47, 48, 49, 9, 54, 55]"
586,46,52,"[46, 47, 48, 49, 50, 51, 52]"
587,46,21,"[46, 45, 44, 43, 79, 78, 77, 21]"
588,46,76,"[46, 45, 44, 43, 79, 78, 77, 76]"
589,46,30,"[46, 47, 48, 49, 9, 54, 53, 30]"
590,46,56,"[46, 47, 48, 49, 9, 54, 53, 56]"
591,46,75,"[46, 45, 44, 43, 79, 78, 77, 76, 75]"
592,46,10,"[46, 47, 48, 49, 9, 54, 53, 56, 10]"
593,46,57,"[46, 47, 48, 49, 9, 54, 53, 56, 57]"
594,46,74,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74]"
595,46,11,"[46, 47, 48, 49, 9, 54, 53, 56, 10, 11]"
596,46,72,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 72]"
597,46,58,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58]"
598,46,73,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73]"
599,46,12,"[46, 47, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
600,46,31,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
601,46,71,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71]"
602,46,13,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 13]"
603,46,59,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59]"
604,46,33,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 33]"
605,46,70,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70]"
606,46,32,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 32]"
607,46,35,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35]"
608,46,36,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 36]"
609,46,61,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 61]"
610,46,60,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60]"
611,46,69,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69]"
612,46,39,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35, 39]"
613,46,37,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 37]"
614,46,62,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
615,46,42,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 42]"
616,46,68,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68]"
617,46,14,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
618,46,63,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
619,46,41,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 41]"
620,46,67,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67]"
621,46,15,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
622,46,38,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
623,46,64,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
624,46,40,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 40]"
625,46,66,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66]"
626,46,16,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
627,46,65,"[46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 65]"
628,46,17,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17]"
629,46,18,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18]"
630,46,19,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 19]"
631,46,20,"[46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 20]"
632,5,5,[5]
633,5,47,"[5, 47]"
634,5,28,"[5, 47, 28]"
635,5,46,"[5, 47, 46]"
636,5,48,"[5, 47, 48]"
637,5,4,"[5, 47, 46, 4]"
638,5,27,"[5, 47, 46, 27]"
639,5,45,"[5, 47, 46, 45]"
640,5,6,"[5, 47, 48, 6]"
641,5,7,"[5, 47, 48, 7]"
642,5,49,"[5, 47, 48, 49]"
643,5,3,"[5, 47, 46, 45, 3]"
644,5,26,"[5, 47, 46, 45, 26]"
645,5,44,"[5, 47, 46, 45, 44]"
646,5,8,"[5, 47, 48, 49, 8]"
647,5,9,"[5, 47, 48, 49, 9]"
648,5,29,"[5, 47, 48, 49, 29]"
649,5,50,"[5, 47, 48, 49, 50]"
650,5,2,"[5, 47, 46, 45, 44, 2]"
651,5,25,"[5, 47, 46, 45, 44, 25]"
652,5,43,"[5, 47, 46, 45, 44, 43]"
653,5,54,"[5, 47, 48, 49, 9, 54]"
654,5,51,"[5, 47, 48, 49, 50, 51]"
655,5,1,"[5, 47, 46, 45, 44, 43, 1]"
656,5,79,"[5, 47, 46, 45, 44, 43, 79]"
657,5,53,"[5, 47, 48, 49, 9, 54, 53]"
658,5,55,"[5, 47, 48, 49, 9, 54, 55]"
659,5,52,"[5, 47, 48, 49, 50, 51, 52]"
660,5,24,"[5, 47, 46, 45, 44, 43, 79, 24]"
661,5,78,"[5, 47, 46, 45, 44, 43, 79, 78]"
662,5,30,"[5, 47, 48, 49, 9, 54, 53, 30]"
663,5,56,"[5, 47, 48, 49, 9, 54, 53, 56]"
664,5,34,"[5, 47, 48, 49, 50, 51, 52, 34]"
665,5,22,"[5, 47, 46, 45, 44, 43, 79, 78, 22]"
666,5,23,"[5, 47, 46, 45, 44, 43, 79, 78, 23]"
667,5,77,"[5, 47, 46, 45, 44, 43, 79, 78, 77]"
668,5,10,"[5, 47, 48, 49, 9, 54, 53, 56, 10]"
669,5,57,"[5, 47, 48, 49, 9, 54, 53, 56, 57]"
670,5,21,"[5, 47, 46, 45, 44, 43, 79, 78, 77, 21]"
671,5,76,"[5, 47, 46, 45, 44, 43, 79, 78, 77, 76]"
672,5,11,"[5, 47, 48, 49, 9, 54, 53, 56, 10, 11]"
673,5,72,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72]"
674,5,58,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58]"
675,5,75,"[5, 47, 46, 45, 44, 43, 79, 78, 77, 76, 75]"
676,5,12,"[5, 47, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
677,5,31,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
678,5,71,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71]"
679,5,13,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 13]"
680,5,59,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59]"
681,5,74,"[5, 47, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74]"
682,5,32,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 32]"
683,5,35,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35]"
684,5,70,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70]"
685,5,36,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 36]"
686,5,61,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 61]"
687,5,60,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60]"
688,5,73,"[5, 47, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73]"
689,5,39,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35, 39]"
690,5,69,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69]"
691,5,37,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 37]"
692,5,62,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
693,5,33,"[5, 47, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 33]"
694,5,42,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 42]"
695,5,68,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68]"
696,5,14,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
697,5,63,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
698,5,41,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 41]"
699,5,67,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67]"
700,5,15,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
701,5,38,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
702,5,64,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
703,5,40,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 40]"
704,5,66,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66]"
705,5,16,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
706,5,65,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 65]"
707,5,17,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17]"
708,5,18,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18]"
709,5,19,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 19]"
710,5,20,"[5, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 20]"
711,47,47,[47]
712,47,5,"[47, 5]"
713,47,28,"[47, 28]"
714,47,46,"[47, 46]"
715,47,48,"[47, 48]"
716,47,4,"[47, 46, 4]"
717,47,27,"[47, 46, 27]"
718,47,45,"[47, 46, 45]"
719,47,6,"[47, 48, 6]"
720,47,7,"[47, 48, 7]"
721,47,49,"[47, 48, 49]"
722,47,3,"[47, 46, 45, 3]"
723,47,26,"[47, 46, 45, 26]"
724,47,44,"[47, 46, 45, 44]"
725,47,8,"[47, 48, 49, 8]"
726,47,9,"[47, 48, 49, 9]"
727,47,29,"[47, 48, 49, 29]"
728,47,50,"[47, 48, 49, 50]"
729,47,2,"[47, 46, 45, 44, 2]"
730,47,25,"[47, 46, 45, 44, 25]"
731,47,43,"[47, 46, 45, 44, 43]"
732,47,54,"[47, 48, 49, 9, 54]"
733,47,51,"[47, 48, 49, 50, 51]"
734,47,1,"[47, 46, 45, 44, 43, 1]"
735,47,79,"[47, 46, 45, 44, 43, 79]"
736,47,53,"[47, 48, 49, 9, 54, 53]"
737,47,55,"[47, 48, 49, 9, 54, 55]"
738,47,52,"[47, 48, 49, 50, 51, 52]"
739,47,24,"[47, 46, 45, 44, 43, 79, 24]"
740,47,78,"[47, 46, 45, 44, 43, 79, 78]"
741,47,30,"[47, 48, 49, 9, 54, 53, 30]"
742,47,56,"[47, 48, 49, 9, 54, 53, 56]"
743,47,34,"[47, 48, 49, 50, 51, 52, 34]"
744,47,22,"[47, 46, 45, 44, 43, 79, 78, 22]"
745,47,23,"[47, 46, 45, 44, 43, 79, 78, 23]"
746,47,77,"[47, 46, 45, 44, 43, 79, 78, 77]"
747,47,10,"[47, 48, 49, 9, 54, 53, 56, 10]"
748,47,57,"[47, 48, 49, 9, 54, 53, 56, 57]"
749,47,21,"[47, 46, 45, 44, 43, 79, 78, 77, 21]"
750,47,76,"[47, 46, 45, 44, 43, 79, 78, 77, 76]"
751,47,11,"[47, 48, 49, 9, 54, 53, 56, 10, 11]"
752,47,72,"[47, 48, 49, 9, 54, 53, 56, 57, 72]"
753,47,58,"[47, 48, 49, 9, 54, 53, 56, 57, 58]"
754,47,75,"[47, 46, 45, 44, 43, 79, 78, 77, 76, 75]"
755,47,12,"[47, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
756,47,31,"[47, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
757,47,71,"[47, 48, 49, 9, 54, 53, 56, 57, 72, 71]"
